,Symbol,Name,Closed_0214,%Percentage,Sector,GICS.Sub.Industry,Market_Cap,ValueRetention,ValueRetention*Market_Cap,kmedian_cluster,kmeans_cluster
487,WYNN,Wynn Resorts Ltd,132.1399994,-56.43257154,Consumer Discretionary,Casinos & Gaming,14.21,43.56742846,619.0931584166001,1,2
488,XEL,Xcel Energy Inc,70.26000214,-28.83575508,Utilities,Multi-Utilities,36.86,71.16424492,2623.1140677512,2,1
489,XRX,Xerox,37.81999969,-57.40348826,Information Technology,"Technology Hardware, Storage & Peripherals",8.048,42.59651174,342.81672648352003,1,2
490,XLNX,Xilinx,90.16999817,-20.1508246,Information Technology,Semiconductors,22.44,79.84917540000002,1791.8154959760004,2,1
491,XYL,Xylem Inc.,88.13999939,-35.73859793,Industrials,Industrial Machinery,15.88,64.26140207,1020.4710648716,3,3
492,YUM,Yum! Brands Inc,105.27999879999999,-46.31458861,Consumer Discretionary,Restaurants,31.67,53.68541139,1700.2169787213,3,3
493,ZBRA,Zebra Technologies,238.7700043,-28.50023112,Information Technology,Electronic Equipment & Instruments,12.9,71.49976888,922.347018552,2,1
494,ZBH,Zimmer Biomet Holdings,160.3999939,-49.61970035,Health Care,Health Care Equipment,33.11,50.38029965,1668.0917214115,1,2
495,ZION,Zions Bancorp,46.25999832,-47.94638825,Financials,Regional Banks,7.629,52.05361175,397.11700404075,3,3
496,ZTS,Zoetis,144.16999819999995,-35.72865032,Health Care,Pharmaceuticals,68.47,64.27134968,4400.659312589601,3,3
497,BRK.B,Berkshire Hathaway,226.8,-28.51410935,Financials,Multi-Sector Holdings,552.62,71.48589065,39504.532891003,2,1
498,BF.B,Brown-Forman Corp.,71.4,-34.90196078,Consumer Staples,Distillers & Vintners,34.13,65.09803922,2221.7960785786004,3,3
499,CTVA,Corteva,30.71,-28.6225985,Materials,Fertilizers & Agricultural Chemicals,23.01,71.3774015,1642.3940085150002,2,1
500,NLOK,NortonLifeLock,20.66,-19.74830591,Information Technology,Application Software,12.4,80.25169409,995.121006716,2,1
501,DOW,Dow Inc.,48.63,-45.34238125,Materials,Commodity Chemicals,36.12,54.65761875,1974.23318925,3,3
502,FOXA,Fox Corporation Class A,37.8,-46.56084656,Communication Services,Movies & Entertainment,22.94,53.43915344,1225.8941799136,3,3
503,FOX,Fox Corporation Class B,37.31,-46.9043152,Communication Services,Movies & Entertainment,22.64,53.0956848,1202.086303872,3,3
504,TT,Trane Technologies plc,113.6901,-37.32083972,Industrials,Building Products,27.1,62.67916028,1698.605243588,3,3
